date,time,steps
2021-04-08,9,0
2021-04-08,10,0
2021-04-08,11,0
2021-04-08,12,190
2021-04-08,13,958
2021-04-08,14,1134
2021-04-08,15,36
2021-04-08,16,2644
2021-04-08,17,64
2021-04-08,18,0
2021-04-08,19,0
2021-04-08,20,0
2021-04-08,21,0
2021-04-08,22,0
2021-04-08,23,0
2021-04-09,0,0
2021-04-09,1,12
2021-04-09,2,0
2021-04-09,3,0
2021-04-09,4,0
2021-04-09,5,0
2021-04-09,6,0
2021-04-09,7,0
2021-04-09,8,0
2021-04-09,9,0
2021-04-09,10,0
2021-04-09,11,0
2021-04-09,12,0
2021-04-09,13,0
2021-04-09,14,12
2021-04-09,15,0
2021-04-09,16,131
2021-04-09,17,34
2021-04-09,18,0
2021-04-09,19,0
2021-04-09,20,0
2021-04-09,21,0
2021-04-09,22,0
2021-04-09,23,0
2021-04-10,0,175
2021-04-10,1,14
2021-04-10,2,17
2021-04-10,3,0
2021-04-10,4,0
2021-04-10,5,0
2021-04-10,6,0
2021-04-10,7,0
2021-04-10,8,0
2021-04-10,9,89
2021-04-10,10,324
2021-04-10,11,1724
2021-04-10,12,2279
2021-04-10,13,1059
2021-04-10,14,1491
2021-04-10,15,339
2021-04-10,16,2281
2021-04-10,17,1540
2021-04-10,18,285
2021-04-10,19,250
2021-04-10,20,191
2021-04-10,21,109
2021-04-10,22,0
2021-04-10,23,0
2021-04-11,0,18
2021-04-11,1,0
2021-04-11,2,28
2021-04-11,3,0
2021-04-11,4,0
2021-04-11,5,0
2021-04-11,6,0
2021-04-11,7,0
2021-04-11,8,0
2021-04-11,9,0
2021-04-11,10,1104
2021-04-11,11,1177
2021-04-11,12,493
2021-04-11,13,360
2021-04-11,14,200
2021-04-11,15,154
2021-04-11,16,32
2021-04-11,17,428
2021-04-11,18,506
2021-04-11,19,211
2021-04-11,20,49
2021-04-11,21,0
2021-04-11,22,12
2021-04-11,23,0
2021-04-12,0,0
2021-04-12,1,0
2021-04-12,2,0
2021-04-12,3,0
2021-04-12,4,0
2021-04-12,5,0
2021-04-12,6,0
2021-04-12,7,0
2021-04-12,8,0
2021-04-12,9,0
2021-04-12,10,0
2021-04-12,11,0
2021-04-12,12,0
2021-04-12,13,10
2021-04-12,14,0
2021-04-12,15,0
2021-04-12,16,10
2021-04-12,17,387
2021-04-12,18,0
2021-04-12,19,0
2021-04-12,20,0
2021-04-12,21,0
2021-04-12,22,0
2021-04-12,23,0
2021-04-13,0,0
2021-04-13,1,0
2021-04-13,2,0
2021-04-13,3,0
2021-04-13,4,0
2021-04-13,5,0
2021-04-13,6,0
2021-04-13,7,0
2021-04-13,8,0
2021-04-13,9,0
2021-04-13,10,0
2021-04-13,11,0
2021-04-13,12,11
2021-04-13,13,0
2021-04-13,14,14
2021-04-13,15,0
2021-04-13,16,0
2021-04-13,17,0
2021-04-13,18,2550
2021-04-13,19,549
2021-04-13,20,452
2021-04-13,21,24
2021-04-13,22,0
2021-04-13,23,0
2021-04-14,0,0
2021-04-14,1,0
2021-04-14,2,0
2021-04-14,3,0
2021-04-14,4,0
2021-04-14,5,0
2021-04-14,6,0
2021-04-14,7,0
2021-04-14,8,0
2021-04-14,9,0
2021-04-14,10,0
2021-04-14,11,0
2021-04-14,12,30
2021-04-14,13,27
2021-04-14,14,0
2021-04-14,15,0
2021-04-14,16,0
2021-04-14,17,0
2021-04-14,18,33
2021-04-14,19,0
2021-04-14,20,0
2021-04-14,21,10
2021-04-14,22,0
2021-04-14,23,0
2021-04-15,0,0
2021-04-15,1,0
2021-04-15,2,0
2021-04-15,3,0
2021-04-15,4,0
2021-04-15,5,38
2021-04-15,6,0
2021-04-15,7,0
2021-04-15,8,0
2021-04-15,9,0
2021-04-15,10,0
2021-04-15,11,0
2021-04-15,12,0
2021-04-15,13,45
2021-04-15,14,42
2021-04-15,15,1393
2021-04-15,16,1564
2021-04-15,17,1195
2021-04-15,18,399
2021-04-15,19,463
2021-04-15,20,87
2021-04-15,21,45
2021-04-15,22,14
2021-04-15,23,0
2021-04-16,0,0
2021-04-16,1,0
2021-04-16,2,0
2021-04-16,3,0
2021-04-16,4,0
2021-04-16,5,0
2021-04-16,6,0
2021-04-16,7,0
2021-04-16,8,0
2021-04-16,9,0
2021-04-16,10,132
2021-04-16,11,3031
2021-04-16,12,400
2021-04-16,13,0
2021-04-16,14,0
2021-04-16,15,21
2021-04-16,16,30
2021-04-16,17,0
2021-04-16,18,0
2021-04-16,19,0
2021-04-16,20,259
2021-04-16,21,69
2021-04-16,22,134
2021-04-16,23,0
2021-04-17,0,0
2021-04-17,1,32
2021-04-17,2,0
2021-04-17,3,0
2021-04-17,4,0
2021-04-17,5,0
2021-04-17,6,0
2021-04-17,7,0
2021-04-17,8,0
2021-04-17,9,0
2021-04-17,10,0
2021-04-17,11,0
2021-04-17,12,0
2021-04-17,13,0
2021-04-17,14,13
2021-04-17,15,0
2021-04-17,16,22
2021-04-17,17,116
2021-04-17,18,687
2021-04-17,19,115
2021-04-17,20,155
2021-04-17,21,0
2021-04-17,22,0
2021-04-17,23,0
2021-04-18,0,0
2021-04-18,1,0
2021-04-18,2,0
2021-04-18,3,0
2021-04-18,4,0
2021-04-18,5,0
2021-04-18,6,0
2021-04-18,7,0
2021-04-18,8,0
2021-04-18,9,0
2021-04-18,10,0
2021-04-18,11,0
2021-04-18,12,0
2021-04-18,13,0
2021-04-18,14,66
2021-04-18,15,61
2021-04-18,16,357
2021-04-18,17,1509
2021-04-18,18,16
2021-04-18,19,961
2021-04-18,20,0
2021-04-18,21,0
2021-04-18,22,0
2021-04-18,23,0
2021-04-19,0,0
2021-04-19,1,0
2021-04-19,2,0
2021-04-19,3,0
2021-04-19,4,0
2021-04-19,5,0
2021-04-19,6,0
2021-04-19,7,0
2021-04-19,8,0
2021-04-19,9,0
2021-04-19,10,0
2021-04-19,11,0
2021-04-19,12,0
2021-04-19,13,155
2021-04-19,14,32
2021-04-19,15,0
2021-04-19,16,204
2021-04-19,17,0
2021-04-19,18,0
2021-04-19,19,0
2021-04-19,20,0
2021-04-19,21,0
2021-04-19,22,0
2021-04-19,23,0
2021-04-20,0,11
2021-04-20,1,0
2021-04-20,2,0
2021-04-20,3,0
2021-04-20,4,32
2021-04-20,5,0
2021-04-20,6,0
2021-04-20,7,0
2021-04-20,8,0
2021-04-20,9,0
2021-04-20,10,0
2021-04-20,11,0
2021-04-20,12,0
2021-04-20,13,2452
2021-04-20,14,476
2021-04-20,15,27
2021-04-20,16,0
2021-04-20,17,1305
2021-04-20,18,0
2021-04-20,19,0
2021-04-20,20,0
2021-04-20,21,18
2021-04-20,22,14
2021-04-20,23,0
2021-04-21,0,0
2021-04-21,1,0
2021-04-21,2,0
2021-04-21,3,111
2021-04-21,4,0
2021-04-21,5,0
2021-04-21,6,0
2021-04-21,7,0
2021-04-21,8,0
2021-04-21,9,0
2021-04-21,10,0
2021-04-21,11,0
2021-04-21,12,159
2021-04-21,13,199
2021-04-21,14,0
2021-04-21,15,2030
2021-04-21,16,0
2021-04-21,17,0
2021-04-21,18,0
2021-04-21,19,0
2021-04-21,20,0
2021-04-21,21,0
2021-04-21,22,0
2021-04-21,23,0
2021-04-22,0,0
2021-04-22,1,10
2021-04-22,2,0
2021-04-22,3,0
2021-04-22,4,0
2021-04-22,5,0
2021-04-22,6,0
2021-04-22,7,0
2021-04-22,8,0
2021-04-22,9,0
2021-04-22,10,0
2021-04-22,11,0
2021-04-22,12,199
2021-04-22,13,20
2021-04-22,14,63
2021-04-22,15,0
2021-04-22,16,0
2021-04-22,17,16
2021-04-22,18,0
2021-04-22,19,0
2021-04-22,20,0
2021-04-22,21,0
2021-04-22,22,0
2021-04-22,23,0
2021-04-23,0,0
2021-04-23,1,0
2021-04-23,2,12
2021-04-23,3,0
2021-04-23,4,0
2021-04-23,5,0
2021-04-23,6,0
2021-04-23,7,0
2021-04-23,8,0
2021-04-23,9,10
2021-04-23,10,203
2021-04-23,11,67
2021-04-23,12,1698
2021-04-23,13,77
2021-04-23,14,157
2021-04-23,15,0
2021-04-23,16,66
2021-04-23,17,0
2021-04-23,18,906
2021-04-23,19,549
2021-04-23,20,0
2021-04-23,21,0
2021-04-23,22,0
2021-04-23,23,0
2021-04-24,0,0
2021-04-24,1,101
2021-04-24,2,35
2021-04-24,3,0
2021-04-24,4,0
2021-04-24,5,0
2021-04-24,6,0
2021-04-24,7,0
2021-04-24,8,0
2021-04-24,9,0
2021-04-24,10,39
2021-04-24,11,72
2021-04-24,12,92
2021-04-24,13,1372
2021-04-24,14,53
2021-04-24,15,0
2021-04-24,16,18
2021-04-24,17,94
2021-04-24,18,1800
2021-04-24,19,33
2021-04-24,20,133
2021-04-24,21,1181
2021-04-24,22,0
2021-04-24,23,0
2021-04-25,0,29
2021-04-25,1,0
2021-04-25,2,0
2021-04-25,3,0
2021-04-25,4,0
2021-04-25,5,0
2021-04-25,6,0
2021-04-25,7,0
2021-04-25,8,10
2021-04-25,9,24
2021-04-25,10,42
2021-04-25,11,923
2021-04-25,12,1246
2021-04-25,13,0
2021-04-25,14,695
2021-04-25,15,904
2021-04-25,16,1262
2021-04-25,17,1079
2021-04-25,18,166
2021-04-25,19,0
2021-04-25,20,3773
2021-04-25,21,2560
2021-04-25,22,0
2021-04-25,23,0
2021-04-26,0,0
2021-04-26,1,0
2021-04-26,2,0
2021-04-26,3,0
2021-04-26,4,0
2021-04-26,5,0
2021-04-26,6,0
2021-04-26,7,0
2021-04-26,8,0
2021-04-26,9,0
2021-04-26,10,0
2021-04-26,11,0
2021-04-26,12,228
2021-04-26,13,0
2021-04-26,14,0
2021-04-26,15,0
2021-04-26,16,0
2021-04-26,17,0
2021-04-26,18,0
2021-04-26,19,0
2021-04-26,20,0
2021-04-26,21,0
2021-04-26,22,0
2021-04-26,23,0
2021-04-27,0,0
2021-04-27,1,0
2021-04-27,2,0
2021-04-27,3,0
2021-04-27,4,0
2021-04-27,5,0
2021-04-27,6,0
2021-04-27,7,0
2021-04-27,8,0
2021-04-27,9,0
2021-04-27,10,0
2021-04-27,11,0
2021-04-27,12,39
2021-04-27,13,1025
2021-04-27,14,153
2021-04-27,15,0
2021-04-27,16,792
2021-04-27,17,1426
2021-04-27,18,0
2021-04-27,19,0
2021-04-27,20,0
2021-04-27,21,577
2021-04-27,22,1116
2021-04-27,23,0
2021-04-28,0,0
2021-04-28,1,0
2021-04-28,2,0
2021-04-28,3,0
2021-04-28,4,0
2021-04-28,5,0
2021-04-28,6,0
2021-04-28,7,0
2021-04-28,8,0
2021-04-28,9,0
2021-04-28,10,0
2021-04-28,11,0
2021-04-28,12,125
2021-04-28,13,68
2021-04-28,14,0
2021-04-28,15,0
2021-04-28,16,28
2021-04-28,17,0
2021-04-28,18,389
2021-04-28,19,0
2021-04-28,20,153
2021-04-28,21,15
2021-04-28,22,0
2021-04-28,23,0
2021-04-29,0,11
2021-04-29,1,0
2021-04-29,2,17
2021-04-29,3,0
2021-04-29,4,10
2021-04-29,5,0
2021-04-29,6,0
2021-04-29,7,0
2021-04-29,8,0
2021-04-29,9,0
2021-04-29,10,0
2021-04-29,11,0
2021-04-29,12,55
2021-04-29,13,57
2021-04-29,14,1456
2021-04-29,15,0
2021-04-29,16,0
2021-04-29,17,0
2021-04-29,18,25
2021-04-29,19,0
2021-04-29,20,1449
2021-04-29,21,0
2021-04-29,22,0
2021-04-29,23,0
2021-04-30,0,0
2021-04-30,1,0
2021-04-30,2,0
2021-04-30,3,10
2021-04-30,4,0
2021-04-30,5,0
2021-04-30,6,0
2021-04-30,7,0
2021-04-30,8,0
2021-04-30,9,0
2021-04-30,10,0
2021-04-30,11,44
2021-04-30,12,2229
2021-04-30,13,0
2021-04-30,14,373
2021-04-30,15,0
2021-04-30,16,12
2021-04-30,17,0
2021-04-30,18,0
2021-04-30,19,717
2021-04-30,20,2409
2021-04-30,21,0
2021-04-30,22,0
2021-04-30,23,0
2021-05-01,0,0
2021-05-01,1,0
2021-05-01,2,0
2021-05-01,3,0
2021-05-01,4,0
2021-05-01,5,0
2021-05-01,6,0
2021-05-01,7,0
2021-05-01,8,0
2021-05-01,9,0
2021-05-01,10,0
2021-05-01,11,18
2021-05-01,12,1287
2021-05-01,13,1782
2021-05-01,14,27
2021-05-01,15,81
2021-05-01,16,0
2021-05-01,17,86
2021-05-01,18,727
2021-05-01,19,0
2021-05-01,20,51
2021-05-01,21,2198
2021-05-01,22,44
2021-05-01,23,0
2021-05-02,0,0
2021-05-02,1,0
2021-05-02,2,0
2021-05-02,3,0
2021-05-02,4,0
2021-05-02,5,0
2021-05-02,6,0
2021-05-02,7,0
2021-05-02,8,0
2021-05-02,9,0
2021-05-02,10,0
2021-05-02,11,0
2021-05-02,12,0
2021-05-02,13,406
2021-05-02,14,0
2021-05-02,15,12
2021-05-02,16,0
2021-05-02,17,0
2021-05-02,18,0
2021-05-02,19,38
2021-05-02,20,0
2021-05-02,21,0
2021-05-02,22,0
2021-05-02,23,0
2021-05-03,0,175
2021-05-03,1,39
2021-05-03,2,0
2021-05-03,3,0
2021-05-03,4,0
2021-05-03,5,0
2021-05-03,6,0
2021-05-03,7,0
2021-05-03,8,0
2021-05-03,9,0
2021-05-03,10,0
2021-05-03,11,0
2021-05-03,12,18
2021-05-03,13,408
2021-05-03,14,182
2021-05-03,15,2321
2021-05-03,16,120
2021-05-03,17,0
2021-05-03,18,18
2021-05-03,19,0
2021-05-03,20,0
2021-05-03,21,0
2021-05-03,22,0
2021-05-03,23,0
2021-05-04,0,0
2021-05-04,1,19
2021-05-04,2,0
2021-05-04,3,0
2021-05-04,4,37
2021-05-04,5,0
2021-05-04,6,0
2021-05-04,7,0
2021-05-04,8,0
2021-05-04,9,0
2021-05-04,10,0
2021-05-04,11,0
2021-05-04,12,17
2021-05-04,13,94
2021-05-04,14,0
2021-05-04,15,96
2021-05-04,16,2284
2021-05-04,17,801
2021-05-04,18,0
2021-05-04,19,821
2021-05-04,20,363
2021-05-04,21,285
2021-05-04,22,0
2021-05-04,23,0
2021-05-05,0,0
2021-05-05,1,28
2021-05-05,2,0
2021-05-05,3,0
2021-05-05,4,0
2021-05-05,5,0
2021-05-05,6,0
2021-05-05,7,0
2021-05-05,8,0
2021-05-05,9,127
2021-05-05,10,60
2021-05-05,11,100
2021-05-05,12,106
2021-05-05,13,334
2021-05-05,14,128
2021-05-05,15,550
2021-05-05,16,375
2021-05-05,17,106
2021-05-05,18,77
2021-05-05,19,19
2021-05-05,20,70
2021-05-05,21,0
2021-05-05,22,0
2021-05-05,23,0
2021-05-06,0,18
2021-05-06,1,0
2021-05-06,2,0
2021-05-06,3,0
2021-05-06,4,0
2021-05-06,5,0
2021-05-06,6,0
2021-05-06,7,0
2021-05-06,8,0
2021-05-06,9,0
2021-05-06,10,24
2021-05-06,11,121
2021-05-06,12,60
2021-05-06,13,18
2021-05-06,14,0
2021-05-06,15,10
2021-05-06,16,22
2021-05-06,17,0
2021-05-06,18,70
2021-05-06,19,106
2021-05-06,20,212
2021-05-06,21,808
2021-05-06,22,0
2021-05-06,23,0
2021-05-07,0,0
2021-05-07,1,0
2021-05-07,2,0
2021-05-07,3,0
2021-05-07,4,0
2021-05-07,5,0
2021-05-07,6,0
2021-05-07,7,0
2021-05-07,8,0
2021-05-07,9,0
2021-05-07,10,0
2021-05-07,11,0
2021-05-07,12,0
2021-05-07,13,80
2021-05-07,14,15
2021-05-07,15,445
2021-05-07,16,14
2021-05-07,17,0
2021-05-07,18,83
2021-05-07,19,1674
2021-05-07,20,69
2021-05-07,21,88
2021-05-07,22,0
2021-05-07,23,0
2021-05-08,0,0
2021-05-08,1,0
2021-05-08,2,0
2021-05-08,3,0
2021-05-08,4,0
2021-05-08,5,46
2021-05-08,6,0
2021-05-08,7,0
2021-05-08,8,0
2021-05-08,9,0
2021-05-08,10,0
2021-05-08,11,30
2021-05-08,12,44
2021-05-08,13,49
2021-05-08,14,35
2021-05-08,15,210
2021-05-08,16,1787
2021-05-08,17,573
2021-05-08,18,520
2021-05-08,19,102
2021-05-08,20,144
2021-05-08,21,192
2021-05-08,22,0
2021-05-08,23,0
2021-05-09,0,0
2021-05-09,1,13
2021-05-09,2,0
2021-05-09,3,0
2021-05-09,4,0
2021-05-09,5,0
2021-05-09,6,0
2021-05-09,7,0
2021-05-09,8,0
2021-05-09,9,0
2021-05-09,10,0
2021-05-09,11,0
2021-05-09,12,563
2021-05-09,13,248
2021-05-09,14,135
2021-05-09,15,0
2021-05-09,16,0
2021-05-09,17,195
2021-05-09,18,229
2021-05-09,19,34
2021-05-09,20,776
2021-05-09,21,0
2021-05-09,22,0
2021-05-09,23,0
2021-05-10,0,0
2021-05-10,1,0
2021-05-10,2,0
2021-05-10,3,0
2021-05-10,4,0
2021-05-10,5,0
2021-05-10,6,0
2021-05-10,7,0
2021-05-10,8,0
2021-05-10,9,0
2021-05-10,10,0
2021-05-10,11,0
2021-05-10,12,215
2021-05-10,13,61
2021-05-10,14,0
2021-05-10,15,0
2021-05-10,16,186
2021-05-10,17,0
2021-05-10,18,0
2021-05-10,19,0
2021-05-10,20,0
2021-05-10,21,0
2021-05-10,22,0
2021-05-10,23,0
2021-05-11,0,0
2021-05-11,1,0
2021-05-11,2,0
2021-05-11,3,0
2021-05-11,4,0
2021-05-11,5,11
2021-05-11,6,0
2021-05-11,7,0
2021-05-11,8,0
2021-05-11,9,0
2021-05-11,10,0
2021-05-11,11,72
2021-05-11,12,1513
2021-05-11,13,12
2021-05-11,14,0
2021-05-11,15,0
2021-05-11,16,0
2021-05-11,17,16
2021-05-11,18,0
2021-05-11,19,10
2021-05-11,20,0
2021-05-11,21,0
2021-05-11,22,0
2021-05-11,23,0
2021-05-12,0,11
2021-05-12,1,0
2021-05-12,2,0
2021-05-12,3,13
2021-05-12,4,0
2021-05-12,5,12
2021-05-12,6,0
2021-05-12,7,0
2021-05-12,8,0
2021-05-12,9,0
2021-05-12,10,0
2021-05-12,11,334
2021-05-12,12,0
2021-05-12,13,0
2021-05-12,14,1525
2021-05-12,15,0
2021-05-12,16,0
2021-05-12,17,0
2021-05-12,18,0
2021-05-12,19,0
2021-05-12,20,1640
2021-05-12,21,0
2021-05-12,22,0
2021-05-12,23,0
2021-05-13,0,0
2021-05-13,1,0
2021-05-13,2,0
2021-05-13,3,10
2021-05-13,4,0
2021-05-13,5,0
2021-05-13,6,0
2021-05-13,7,0
2021-05-13,8,0
2021-05-13,9,0
2021-05-13,10,0
2021-05-13,11,0
2021-05-13,12,233
2021-05-13,13,22
2021-05-13,14,1381
